LFQ intensity H1	LFQ intensity H2	LFQ intensity H3	LFQ intensity L1	LFQ intensity L2	LFQ intensity L3	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Welch's T-test Significant L_Hwelch_combined	C: Welch's T-test significant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: PEP	N: Intensity	N: -Log Welch's T-test p-value L_Hwelch_combined	N: Welch's T-test q-value L_Hwelch_combined	N: Welch's T-test Difference L_Hwelch_combined	N: Welch's T-test Test statistic L_Hwelch_combined	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
28.1108	28.0157	28.1854	28.3246	28.5166	28.5304				+	L_H	9	9	9	60.4	60.4	60.4	20.683	5.73E-50	2003200000	1.8132	0.0458831	0.353186	0.169589	B7Z972;P22061;P22061-2;H7BY58;C9J0F2;H7C4X2;F8WDT3;F8WAV5;F8WAX2	B7Z972;P22061;P22061-2;H7BY58	Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate(D-aspartate) O-methyltransferase	PCMT1	497
30.8747	30.881	30.9591	31.5567	31.6143	31.6439				+	L_H	23	22	22	61.9	59.8	59.8	52.33	2.17E-161	10615000000	4.31149	0.00544702	0.70004	0.343607	B7Z9L0;P50991;F5H5W3;B7Z2F4	B7Z9L0;P50991;F5H5W3;B7Z2F4	T-complex protein 1 subunit delta	CCT4	499
25.6766	25.7085	25.8175	26.3473	26.0834	26.1502				+	L_H	12	12	12	17.2	17.2	17.2	117.67	1.92E-49	556230000	1.86237	0.043058	0.459419	0.21982	O94979-6;O94979-3;B7ZL00;O94979-4;H7C2W3;O94979-2;O94979;O94979-8;D6REX3;O94979-7;H7BXG7;D6RHZ5;O94979-5;H0YAB3;H0Y8V7;H0Y8W8;H0Y9K1;H0YAF5;H0Y9V3;H0Y9T9	O94979-6;O94979-3;B7ZL00;O94979-4;H7C2W3;O94979-2;O94979;O94979-8;D6REX3;O94979-7;H7BXG7;D6RHZ5;O94979-5	Protein transport protein Sec31A	SEC31A	514
27.1441	27.0795	26.7976	27.7571	27.877	28.1928				+	L_H	12	12	12	30.1	30.1	30.1	45.531	1.64E-53	1425900000	2.24406	0.0261829	0.935212	0.431382	Q15008;C9IZE4;E9PHI9;Q6UV22;C9J7B7;C9J0E9;H7C531	Q15008;C9IZE4;E9PHI9;Q6UV22	26S proteasome non-ATPase regulatory subunit 6	PSMD6	540
20.872	20.7051	19.5385	27.5504	27.367	27.4188				+	L_H	3	3	3	12.8	12.8	12.8	29.573	1.52E-11	643920000	2.51244	0.0191879	7.07352	2.91935	C9J3L8;C9J5W0;P43307;E9PAL7;C9IZQ1;P43307-2;F5H5Y2	C9J3L8;C9J5W0;P43307;E9PAL7;C9IZQ1;P43307-2;F5H5Y2	Translocon-associated protein subunit alpha	SSR1	544
22.8656	23.1143	22.6062	24.8203	24.5871	24.5148				+	L_H	3	3	3	20	20	20	18.584	6.92E-13	118130000	2.92986	0.0123678	1.77868	0.818443	F8WEX5;E9PG02;E9PBT8;C9JL30;Q8NBJ7;Q8NBJ7-3;C9J660;F8WA42;F8WEV7;F8WES7;Q8NBJ7-5;H7C3B2;A8MXB9;Q8NBJ7-4;Q8NBJ7-2	F8WEX5;E9PG02;E9PBT8;C9JL30;Q8NBJ7;Q8NBJ7-3;C9J660;F8WA42;F8WEV7;F8WES7;Q8NBJ7-5;H7C3B2;A8MXB9;Q8NBJ7-4	Sulfatase-modifying factor 2	SUMF2	573
26.4605	26.2341	26.2377	27.0871	27.1858	27.0522				+	L_H	17	17	17	25.5	25.5	25.5	102.54	7.48E-71	818680000	2.62606	0.0166767	0.797599	0.38256	Q9Y5L0-3;Q9Y5L0;Q9Y5L0-1;C9J7E5;E9PFH4;C9IZM0;C9J0I5;C9JBD8;Q9BXP2-2;Q9BXP2-3;F5H8C2;Q9BXP2	Q9Y5L0-3;Q9Y5L0;Q9Y5L0-1;C9J7E5;E9PFH4;C9IZM0	Transportin-3	TNPO3	578
30.6394	30.3658	30.4577	31.0771	30.879	30.9615				+	L_H	12	12	12	61.4	61.4	61.4	29.505	4.79E-87	6232700000	1.98713	0.0367899	0.484872	0.231021	C9J9K3;P08865;A6NE09;C9JQR9	C9J9K3;P08865;A6NE09	40S ribosomal protein SA	RPSA;RPSAP58	582
29.15	29.3078	29.4217	29.9427	29.9956	29.9695				+	L_H	7	7	6	46.2	46.2	46.2	15.257	5.17E-29	2634300000	1.95685	0.0381251	0.676126	0.325022	Q16629-3;Q16629-2;G5E9M3;C9JAB2;Q16629;F8WEA1	Q16629-3;Q16629-2;G5E9M3;C9JAB2;Q16629	Serine/arginine-rich splicing factor 7	SRSF7	585
27.4604	27.249	27.6165	28.2788	28.3765	28.2654				+	L_H	6	6	6	78.3	78.3	78.3	7.888	4.73E-18	836880000	2.03715	0.0345655	0.864978	0.409533	C9JB50;G5E9L2;H0YMF4;P46779;P46779-2;E9PB24;H0YKD8;H0YLP6	C9JB50;G5E9L2;H0YMF4;P46779;P46779-2;E9PB24;H0YKD8;H0YLP6	60S ribosomal protein L28	RPL28	590
28.1508	27.9708	28.3996	29.017	28.8916	28.8372				+	L_H	5	5	5	34.7	34.7	34.7	14.369	9.33E-45	2030500000	1.80975	0.045961	0.741541	0.347286	C9JXB8;C9JNW5;P83731	C9JXB8;C9JNW5;P83731	60S ribosomal protein L24	RPL24	619
24.1214	24.5227	24.3213	23.3037	23.1869	23.7635				+	L_H	2	2	2	13.6	13.6	13.6	18.766	3.65E-06	159450000	1.75983	0.0491553	-0.903762	-0.408808	Q9UM00-2;C9JX01;Q9UM00	Q9UM00-2;C9JX01;Q9UM00	Transmembrane and coiled-coil domain-containing protein 1	TMCO1	647
20.8189	19.7821	20.7044	23.0609	23.252	23.5366				+	L_H	2	2	2	21.2	21.2	21.2	15.324	6.83E-13	61256000	2.22121	0.0268911	2.84804	1.20879	C9JYM0;O75817	C9JYM0;O75817	Ribonuclease P protein subunit p20	POP7	652
24.5923	25.0056	24.72	25.6519	25.9187	25.7406				+	L_H	7	7	7	12.1	12.1	12.1	82.484	1.36E-24	285320000	2.38369	0.0221439	0.997723	0.465093	D3YTE0;Q8N9T8-2;Q8N9T8;F5H196;H0YFD2;H0YH26	D3YTE0;Q8N9T8-2;Q8N9T8;F5H196	Protein KRI1 homolog	KRI1	702
30.6209	30.4315	30.3923	31.2645	31.1483	31.123				+	L_H	11	10	10	33.6	30	30	30.302	2.48E-53	6736600000	2.6282	0.0166767	0.697012	0.334631	D6R9P3;D6RD18;Q99729-3;D6RBZ0;Q99729-2;Q99729-4;Q99729	D6R9P3;D6RD18;Q99729-3;D6RBZ0;Q99729-2;Q99729-4;Q99729	Heterogeneous nuclear ribonucleoprotein A/B	HNRNPAB	708
22.8498	22.5122	22.5766	23.1366	23.2757	23.275				+	L_H	3	3	3	41.9	41.9	41.9	10.474	1.93E-08	46406000	1.76184	0.0490432	0.582891	0.275815	D6RAN8;H7C5U8;Q9P0M9;D6RE11;B3KN43	D6RAN8;H7C5U8;Q9P0M9	39S ribosomal protein L27, mitochondrial	MRPL27	714
24.3822	24.6036	24.91	25.6336	25.3805	25.4679				+	L_H	3	3	3	12.9	12.9	12.9	25.097	5.22E-08	311790000	1.79065	0.0473712	0.862091	0.397263	P06730;P06730-3;D6RBW1;P06730-2;H0Y8J7;D6RHE2;H0Y8X3;A6NMX2	P06730;P06730-3;D6RBW1;P06730-2;H0Y8J7	Eukaryotic translation initiation factor 4E	EIF4E	724
25.7413	25.987	25.7474	26.2627	26.3827	26.4013				+	L_H	11	11	11	21.8	21.8	21.8	59.851	2.03E-33	491630000	1.99631	0.0365104	0.523673	0.250345	O95394;D6RF12;E9PF86;D6RCQ8;D6RCD1;D6RF77;D6RC77;H0Y8I3;D6RIS6;H0Y987	O95394;D6RF12;E9PF86	Phosphoacetylglucosamine mutase	PGM3	735
22.9707	22.7116	23.1681	23.9615	23.9004	24.3255				+	L_H	2	2	2	13.4	13.4	13.4	16.829	5.41E-10	81529000	2.39444	0.0219853	1.11229	0.508522	Q9NRP0;D6RH22	Q9NRP0;D6RH22	Oligosaccharyltransferase complex subunit OSTC	OSTC	747
25.9878	25.7804	26.1429	24.586	24.4209	24.4815				+	L_H	10	10	10	33	33	33	56.47	1.16E-51	337430000	2.84356	0.0131688	-1.47423	-0.696855	P75797;D9IX93	P75797;D9IX93	Glutathione-binding protein gsiB	gsiB	753
23.1289	22.9112	22.5945	24.1434	24.2307	24.0328				+	L_H	6	6	6	30.8	30.8	30.8	28.166	4.85E-26	106630000	2.08171	0.0323095	1.25745	0.580705	Q6P1N9-2;Q6P1N9;E5RG17;G5EA19;E5RGF2;H0YBX2;E5RK70;E5RG62	Q6P1N9-2;Q6P1N9;E5RG17;G5EA19;E5RGF2;H0YBX2;E5RK70	Putative deoxyribonuclease TATDN1	TATDN1	765
30.7169	30.7031	30.6363	31.0307	31.075	31.2257				+	L_H	38	38	37	56.1	56.1	55.3	92.803	6.02E-235	9724900000	2.01216	0.0357653	0.42503	0.205922	E7EM48;P33991;E5RG31;E7ER43;E5RK04;E5RHP5;E5RFJ8;Q9UJA3-2;E7EQU7	E7EM48;P33991	DNA replication licensing factor MCM4	MCM4	783
25.8326	25.9255	25.8098	26.528	26.5209	26.5007				+	L_H	11	11	11	35.9	35.9	35.9	41.044	3.67E-48	376410000	2.72686	0.0148092	0.660544	0.324383	P51398-2;E7EM60;P51398	P51398-2;E7EM60;P51398	28S ribosomal protein S29, mitochondrial	DAP3	784
24.7217	24.7291	24.6696	25.6149	25.384	25.266				+	L_H	8	8	8	26.4	26.4	26.4	36.064	8.65E-30	193650000	1.76125	0.0490747	0.714827	0.339724	E7EM64;Q7L5N1;H7C3T0	E7EM64;Q7L5N1	COP9 signalosome complex subunit 6	COPS6	785
24.1746	24.3508	23.8573	24.7731	25.1078	24.8143				+	L_H	10	9	9	19.3	17.7	17.7	70.909	2.11E-31	177680000	1.81895	0.0454479	0.770826	0.353792	E7EN71;Q13330-3;E7ESY4;Q13330;H0Y4T7;Q13330-2;F8VSM3;F8W9Y9;F8VPC5	E7EN71;Q13330-3;E7ESY4;Q13330;H0Y4T7;Q13330-2	Metastasis-associated protein MTA1	MTA1	801
30.5608	30.6378	30.6704	31.242	31.3204	31.2214				+	L_H	39	39	39	44.7	44.7	44.7	120.84	2.30E-176	8103200000	3.85347	0.00590435	0.638251	0.312204	P53396;E7ENH9;P53396-2;B4E3P0	P53396;E7ENH9;P53396-2;B4E3P0	ATP-citrate synthase	ACLY	805
25.428	25.3621	25.3688	26.0241	26.3226	26.0009				+	L_H	11	11	11	33.5	33.5	33.5	42.636	1.13E-43	383070000	1.7826	0.0476933	0.729596	0.346486	E7ENJ6;Q9BXS5;Q9BXS5-2;B4DDG7;Q9Y6Q5;Q9Y6Q5-2	E7ENJ6;Q9BXS5;Q9BXS5-2;B4DDG7	AP-1 complex subunit mu-1	AP1M1	807
28.3224	28.2632	28.2261	28.7937	28.6874	28.6076				+	L_H	23	23	3	31	31	4.4	103.64	1.58E-120	1884900000	2.22746	0.0267577	0.425693	0.20657	P55265-5;P55265;P55265-4;E7ENU4	P55265-5;P55265;P55265-4;E7ENU4	Double-stranded RNA-specific adenosine deaminase	ADAR	808
26.3499	26.5466	26.1837	27.1394	26.9809	26.8318				+	L_H	9	9	8	19.7	19.7	18.1	62.233	3.75E-38	442940000	1.95211	0.0383025	0.623973	0.291928	E7ENV7;Q86YQ8;Q86VY2;Q9HCH3;Q7Z6C8;Q8IYJ1;Q719H8;Q8IYJ1-2;Q96FN4;Q96A23;O95741;Q9UBL6-2;Q96A23-2;F5GXN1;Q9UBL6	E7ENV7;Q86YQ8;Q86VY2	Copine-8	CPNE8	809
33.4499	33.3314	33.3999	33.6208	33.6001	33.5528				+	L_H	34	34	34	62.1	62.1	62.1	67.877	4.33E-265	41227000000	1.88023	0.0422224	0.197525	0.0968354	P29401;E7EPA7;B4E022;B3KSI4;E9PFF2;F8W888;F8WAX4;REV__P0AE08;Q9H0I9	P29401;E7EPA7;B4E022;B3KSI4	Transketolase	TKT	814
25.914	26.0493	25.9284	26.5936	26.7218	26.5856				+	L_H	14	14	14	25.8	25.8	25.8	83.571	5.08E-59	487680000	3.39121	0.00810175	0.669807	0.324906	E7EPL4;H3BNZ1;Q6P996;H3BND4;E7EMH5;Q86XE2;Q6P996-2;Q6P474;Q6XYB5;H3BNL6;H3BPV5;H3BM88;H3BU11;H3BQ54	E7EPL4;H3BNZ1;Q6P996;H3BND4;E7EMH5;Q86XE2;Q6P996-2	Pyridoxal-dependent decarboxylase domain-containing protein 1	PDXDC1	820
25.1871	24.8603	24.6742	25.9573	25.6597	25.6587				+	L_H	14	14	14	8	8	8	295.73	7.36E-51	294640000	1.8943	0.0413744	0.851363	0.390554	Q9Y520-3;Q9Y520-6;Q9Y520-4;E7EPN9;Q9Y520-5;E9PF21;Q9Y520;Q9Y520-7;Q9Y520-2;H0Y877;H7C5N8	Q9Y520-3;Q9Y520-6;Q9Y520-4;E7EPN9;Q9Y520-5;E9PF21;Q9Y520;Q9Y520-7;Q9Y520-2	Protein PRRC2C	PRRC2C	822
28.0264	28.2848	28.0079	29.0101	28.8994	28.9509				+	L_H	7	7	7	39.9	39.9	39.9	17.522	4.18E-34	1459000000	2.23456	0.0265066	0.8471	0.40436	E9PES6;E7ES08;E7EQU1;O15347;P0C6E5	E9PES6;E7ES08;E7EQU1;O15347	High mobility group protein B3	HMGB3	834
25.4047	25.2322	25.2776	26.4123	26.1923	26.3536				+	L_H	7	7	7	11.1	11.1	11.1	108.94	8.40E-27	307560000	3.44271	0.00772817	1.01455	0.486919	E7ERS3;Q86VM9-2;H7BXJ7;Q86VM9;F5H7R0;H3BP01;H3BRN6;H3BRH3;H3BPD0	E7ERS3;Q86VM9-2;H7BXJ7;Q86VM9	Zinc finger CCCH domain-containing protein 18	ZC3H18	843
23.7096	23.2425	23.364	24.3497	24.137	24.0514				+	L_H	5	5	5	24.4	24.4	24.4	29.706	1.16E-19	107350000	1.79371	0.0471438	0.740682	0.342017	E9PM72;E7ET21;Q9NVC6;E9PJZ4;E9PKQ4;Q9NVC6-2	E9PM72;E7ET21;Q9NVC6;E9PJZ4;E9PKQ4	Mediator of RNA polymerase II transcription subunit 17	MED17	856
22.4474	22.254	22.489	22.8898	23.2805	23.0488				+	L_H	5	5	5	18.4	18.4	18.4	38.632	2.98E-12	76721000	1.95101	0.0383497	0.676204	0.316787	P09001;H0Y9G6;E7ETU7;D6RC14;E9PF06;D6RBQ5	P09001;H0Y9G6;E7ETU7;D6RC14;E9PF06	39S ribosomal protein L3, mitochondrial	MRPL3	867
26.4201	26.0719	25.8254	28.179	27.7583	28.5104				+	L_H	2	2	2	5.6	5.6	5.6	24.983	1.26E-14	648520000	2.65573	0.0161848	2.0434	0.897136	E7ETZ3;Q9BVC6	E7ETZ3;Q9BVC6	Transmembrane protein 109	TMEM109	869
30.77	30.8234	30.8865	31.4336	31.2723	31.4194				+	L_H	27	27	17	70.3	70.3	48.8	50.663	3.86E-154	9074600000	2.76842	0.0143131	0.548454	0.266033	P50395;E7EU23;P50395-2;Q5SX87;Q5SX91;E9PFL7;Q5SX86;Q5SX90	P50395;E7EU23;P50395-2;Q5SX87	Rab GDP dissociation inhibitor beta	GDI2	871
28.1389	28.2004	28.0831	28.5064	28.5619	28.7598				+	L_H	17	17	16	48.6	48.6	46.5	45.31	6.09E-67	1873400000	1.84417	0.0439738	0.468569	0.224838	E7EU96;P68400;Q5U5J2;P68400-2	E7EU96;P68400;Q5U5J2;P68400-2	Casein kinase II subunit alpha	CSNK2A1	874
22.0555	22.651	21.2092	26.0286	26.2927	26.6796				+	L_H	19	2	2	79.5	4.4	4.4	31.548	5.83E-177	507270000	2.47658	0.0198923	4.36169	1.77373	E7EUT4;E7EUT5	E7EUT4;E7EUT5	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	880
28.327	28.4517	28.4189	29.3293	29.0396	28.9679				+	L_H	21	21	21	23.2	23.2	23.2	121	1.03E-73	2320300000	1.81221	0.0459221	0.71307	0.336891	P27816;E7EVA0;P27816-6;P27816-2;B9ZVR1;P27816-5;P27816-4;E9PGM5;H0Y2V1;H7C4C5;B5MEG9;F8W9U4;B4DSQ1;H7C456	P27816;E7EVA0;P27816-6;P27816-2;B9ZVR1;P27816-5;P27816-4;E9PGM5	Microtubule-associated protein 4;Microtubule-associated protein	MAP4	886
24.6889	24.4625	24.5928	25.5197	25.3536	25.5116				+	L_H	8	8	6	19.2	19.2	16.3	62.825	1.88E-29	159890000	3.22952	0.00918785	0.880215	0.422164	Q07866-8;G3V2E7;Q07866-2;Q07866-3;Q07866;F8W6L3;Q07866-7;G3V3H3;Q07866-5;F8VTM4;Q07866-6;G3V5R9;Q07866-4;Q07866-9;E7EVH7;G5E9S8;A8MZ87;Q9H0B6-2;Q9H0B6;E9PQ02;A8MX29;H0YJU9;H0YJL0;G3V2P7;H0YJT3;H0YG16	Q07866-8;G3V2E7;Q07866-2;Q07866-3;Q07866;F8W6L3;Q07866-7;G3V3H3;Q07866-5;F8VTM4;Q07866-6;G3V5R9;Q07866-4;Q07866-9;E7EVH7;G5E9S8;A8MZ87;Q9H0B6-2;Q9H0B6	Kinesin light chain 1;Kinesin light chain 2	KLC1;KLC2	891
27.3894	27.6285	27.459	27.8833	28.0698	28.1999				+	L_H	11	11	11	32.5	32.5	32.5	54.766	5.47E-56	1342700000	2.00056	0.0364017	0.558664	0.264006	E7EVX8;Q8WWY3;E7ESA8;Q8WWY3-2;E7EU94;E7ESX0;Q8WWY3-3;E7EN72	E7EVX8;Q8WWY3;E7ESA8;Q8WWY3-2;E7EU94;E7ESX0;Q8WWY3-3;E7EN72	U4/U6 small nuclear ribonucleoprotein Prp31	PRPF31	893
30.4698	30.399	30.604	31.2852	31.1574	31.1667				+	L_H	17	17	6	44.8	44.8	19.2	45.498	3.28E-90	7585500000	2.95691	0.0121173	0.712224	0.343598	E7EWF1;P36578;H3BM89;H3BTP7;H3BU31;B4DP82	E7EWF1;P36578;H3BM89	60S ribosomal protein L4	RPL4	901
26.8801	26.7936	26.817	27.0433	27.0129	27.0161				+	L_H	13	13	13	16.6	16.6	16.6	136.82	6.79E-79	965930000	2.00715	0.036029	0.193844	0.095605	E9PFS5;E9PGE1;E7EX90;A8MWX9;A8MY36;Q14203;G5E9H4;Q14203-2;Q6AWB1;C9JZA4;C9JTE5;C9JJN7;C9JJD0;C9JKG6;E9PCY0;C9J1B7	E9PFS5;E9PGE1;E7EX90;A8MWX9;A8MY36;Q14203;G5E9H4;Q14203-2	Dynactin subunit 1	DCTN1	908
26.0619	25.8917	26.0172	27.2306	26.9083	26.7828				+	L_H	9	9	9	42.3	42.3	42.3	29.634	4.96E-54	604870000	1.99571	0.0365104	0.983617	0.459041	O60762;Q5QPK2;H0Y368;E9PBD4;E9PHH5;Q5QPJ9	O60762;Q5QPK2;H0Y368;E9PBD4;E9PHH5;Q5QPJ9	Dolichol-phosphate mannosyltransferase	DPM1	922
27.9374	28.0405	28.0841	28.3812	28.453	28.4099				+	L_H	20	20	20	43	43	43	62.168	5.79E-85	2041100000	2.34804	0.0229578	0.394045	0.192383	E9PCI3;P08243;E9PCX6;F8WEJ5;C9J057;C9JM09;C9JT45;C9JLN6	E9PCI3;P08243;E9PCX6;F8WEJ5	Asparagine synthetase;Asparagine synthetase [glutamine-hydrolyzing]	ASNS	935
26.0466	26.1496	26.2808	26.6256	26.7252	26.6877				+	L_H	25	25	25	18.2	18.2	18.2	144.45	2.07E-90	804350000	2.0918	0.0318196	0.520504	0.250997	E9PD53;Q9NTJ3;Q9NTJ3-2;F5H0U7;E7ET04;C9JR83;C9J9E4;C9JVD8;C9J578;C9JWF0;C9IYK2;C9JJ64	E9PD53;Q9NTJ3;Q9NTJ3-2;F5H0U7	Structural maintenance of chromosomes protein;Structural maintenance of chromosomes protein 4	SMC4	945
24.1006	23.6853	23.8819	24.432	24.6768	24.4373				+	L_H	8	8	8	16.4	16.4	16.4	64.767	1.08E-34	167670000	1.78405	0.0476933	0.626059	0.291925	E9PEE4;O95243-2;O95243;O95243-3;Q2MD36;D6RBI7	E9PEE4;O95243-2;O95243;O95243-3;Q2MD36	Methyl-CpG-binding domain protein 4	MBD4	966
27.0809	27.3083	27.1152	27.857	27.5874	27.898				+	L_H	24	24	24	20.9	20.9	20.9	141.06	1.01E-91	1181400000	2.04809	0.0341221	0.612678	0.288941	E9PEZ3;O60610;H9KV28;E7ERW8;O60610-2;B9ZVX0;E9PHQ0;E9PEZ2;E7ET75;E7EMV0;B4E2I7;F5H2N3;E5RJ79	E9PEZ3;O60610;H9KV28;E7ERW8;O60610-2;B9ZVX0;E9PHQ0;E9PEZ2;E7ET75;E7EMV0	Protein diaphanous homolog 1	DIAPH1	973
26.7742	26.8688	26.7064	27.4118	27.3048	27.3446				+	L_H	15	15	10	29.5	29.5	19.3	66.18	3.53E-56	877850000	2.9684	0.0119577	0.570606	0.277463	Q14738-2;E9PFR3;Q14738;Q14738-3;F5GYS1;H0Y8C4;H7C5Q9;E9PHN5;H0YJ49;H0YJU0;H0YJ35	Q14738-2;E9PFR3;Q14738;Q14738-3;F5GYS1;H0Y8C4	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	PPP2R5D	984
27.6228	27.654	27.7401	28.1254	28.0751	28.2811				+	L_H	14	14	14	59.2	59.2	59.2	36.079	2.10E-65	1114300000	2.27031	0.0255609	0.488195	0.235701	Q9Y5K5-2;E9PGR0;Q9Y5K5-4;Q9Y5K5-3;Q9Y5K5;Q5LJA5;Q5LJA9;Q5LJB0;H0Y6Y4;B4DW59;B7Z9U9;H0Y4E0;H0Y636;H0Y4K0	Q9Y5K5-2;E9PGR0;Q9Y5K5-4;Q9Y5K5-3;Q9Y5K5;Q5LJA5;Q5LJA9;Q5LJB0;H0Y6Y4;B4DW59;B7Z9U9;H0Y4E0	Ubiquitin carboxyl-terminal hydrolase isozyme L5	UCHL5	993
26.3349	26.248	25.9419	26.7128	26.9724	26.8691				+	L_H	18	18	12	28	28	19.3	81.146	7.06E-70	950770000	1.88407	0.0420227	0.676517	0.315971	E9PRI4;E9PGT3;Q15418;Q15418-2;Q15418-3;Q5SVM7;B7Z3B5;Q15349;Q15349-3;Q15349-2;F2Z2J1;Q9UK32;B7ZL90;E9PMM7;D6R910;Q5SVM6;E9PAN7;E9PGT4;Q5TI62;D6RHW7;H0Y2Z4;B1AXG2;D6RA62;D6RE03;Q8IW41-2;G3V206;Q8IW41;F8VV08;E7EWL1;F5H2S9;B4DKT8;O60307;Q9Y2H9;Q6P0Q8-2;E7ERL6;Q6P0Q8;O15021-2;O15021-3;O15021-1;E7EWQ5;O15021;F8WAQ9	E9PRI4;E9PGT3;Q15418;Q15418-2;Q15418-3	Ribosomal protein S6 kinase;Ribosomal protein S6 kinase alpha-1	RPS6KA1	996
22.2184	22.6339	22.4161	23.4625	23.5849	23.9921				+	L_H	4	4	4	11.7	11.7	11.7	46.189	1.95E-10	90365000	2.37574	0.0221964	1.25703	0.571357	E9PHH9;Q9BUI4	E9PHH9;Q9BUI4	DNA-directed RNA polymerase III subunit RPC3	POLR3C	1004
22.7207	23.3164	22.8644	24.187	23.8541	23.6902				+	L_H	7	7	7	11.7	11.7	11.7	81.385	2.29E-28	90658000	1.78408	0.0476933	0.943224	0.422691	E9PHT6;Q9NVE7;H0YA26;H0YA31;H0Y9E4	E9PHT6;Q9NVE7;H0YA26	Pantothenate kinase 4	PANK4	1007
24.8946	24.6163	24.9354	25.2807	25.2854	25.5765				+	L_H	7	7	7	40.7	40.7	40.7	28.662	1.94E-25	266150000	1.80485	0.0462087	0.565423	0.264205	E9PIE4;Q9Y6C9;E9PNT8	E9PIE4;Q9Y6C9;E9PNT8	Mitochondrial carrier homolog 2	MTCH2	1015
29.3606	29.777	29.6273	30.172	30.421	30.2623				+	L_H	22	22	22	34.7	34.7	34.7	84.936	9.78E-102	5060100000	1.8796	0.0422467	0.696819	0.325332	P17480-2;E9PKP7;P17480;E9PLT2;E9PMM2;H0YDH7	P17480-2;E9PKP7;P17480	Nucleolar transcription factor 1	UBTF	1039
29.9859	30.1071	30.1016	30.5666	30.6311	30.5997				+	L_H	31	31	30	45.7	45.7	44.9	104.78	3.14E-220	5748100000	2.82158	0.0135237	0.53427	0.261423	E9PL22;F5H4Z5;Q9Y4L1;F5H4X7;E9PJ21;F5GWH9;B7Z909;Q9BST8;E9PSI5	E9PL22;F5H4Z5;Q9Y4L1;F5H4X7;E9PJ21;F5GWH9;B7Z909	Hypoxia up-regulated protein 1	HYOU1	1044
29.4011	29.3263	29.194	29.9263	30.0583	30.1039				+	L_H	30	30	30	34.5	34.5	34.5	102.99	2.92E-137	4073400000	3.03444	0.0110363	0.722372	0.347194	E9PLK3;P55786;B7Z463;F5H0W3;E5RJ24;E7EWZ2;A6NEC2;F5GZY4;H0YAQ6;H0YDG0;E9PP11;A6NEC2-2;H0YCQ5;E9PJ74;H0YBP6;E9PJY4;E9PPD4;A6NEC2-3;E9PRQ5;E9PI82	E9PLK3;P55786;B7Z463;F5H0W3	Puromycin-sensitive aminopeptidase	NPEPPS	1046
22.597	22.8961	21.9494	24.124	24.3802	23.6875				+	L_H	2	2	2	7	7	7	46.536	4.61E-08	149780000	1.90111	0.0410103	1.58306	0.675116	E9PMQ6;Q00613-2;Q00613;E9PI02	E9PMQ6;Q00613-2;Q00613;E9PI02	Heat shock factor protein 1	HSF1	1053
22.4785	22.2268	22.3838	23.081	23.1864	22.7872				+	L_H	2	2	2	5.7	5.7	5.7	45.263	1.74E-10	86353000	1.83274	0.044665	0.655212	0.306146	H0YDB2;E9PNJ4;Q13586;E9PQJ4	H0YDB2;E9PNJ4;Q13586;E9PQJ4	Stromal interaction molecule 1	STIM1	1055
25.2303	25.5602	24.6163	27.7751	27.1599	26.7367				+	L_H	4	4	4	29.4	29.4	29.4	16.94	2.96E-12	448460000	2.1488	0.0293185	2.08829	0.866832	E9PP21;P21291;E9PND2;E9PS42;B3KVC9	E9PP21;P21291;E9PND2;E9PS42;B3KVC9	Cysteine and glycine-rich protein 1	CSRP1	1057
27.0362	26.9444	26.5786	27.3765	27.6593	27.7079				+	L_H	2	2	2	18.6	18.6	18.6	6.6478	1.17E-05	603110000	1.78515	0.0476933	0.72816	0.334969	P62861;E9PR30	P62861;E9PR30	40S ribosomal protein S30	FAU	1065
27.7238	27.6735	27.3699	28.5122	28.671	28.4104				+	L_H	9	5	5	49.7	31.6	31.6	19.997	2.16E-52	931210000	2.47323	0.0199555	0.942112	0.441466	H0YN26;F2Z3H3;P39687;H7BZ09;O43423	H0YN26;F2Z3H3;P39687	Acidic leucine-rich nuclear phosphoprotein 32 family member A	ANP32A	1074
24.7559	25.1068	24.9375	25.6276	25.6834	26.0169				+	L_H	12	12	12	13.3	13.3	13.3	121.1	1.46E-38	240290000	2.18417	0.0282257	0.842599	0.390412	F5GWB8;Q9Y6K5;F8VS35;F8VWK9;F8VW22	F5GWB8;Q9Y6K5	2-5-oligoadenylate synthase 3	OAS3	1077
21.5077	21.5984	21.3659	22.757	22.6405	22.9575				+	L_H	7	7	7	15.5	15.5	15.5	62.244	1.76E-15	41133000	3.25031	0.00907627	1.29432	0.612067	F5GX33;Q9UJS0;Q9UJS0-2;B3KR64;O75746	F5GX33;Q9UJS0;Q9UJS0-2	Calcium-binding mitochondrial carrier protein Aralar2	SLC25A13	1095
