Protein	H1	H2	H3	L1	L2	L3
Q6YHU6-3;B6ZDQ0;Q6YHU6;H0Y3V5;Q6YHU6-2;C9JJB1;Q6YHU6-4;C9JER1	1336500	1206700	1330900	1202900	1906200	810120
B7WP74;Q9HCG8;B7WP27	11133000	7036100	15411000	16963000	11181000	18925000
Q15370;B7WPD3;B8ZZU8;I3L0M9	329640000	376400000	430730000	466160000	551460000	531350000
Q32P44;B7WPE2;G3V195;G3V1D0;H0Y3M3;Q32P44-2	0	2103000	3047700	8515400	7532700	3719200
Q5JB52;B7WPG3;Q8WVV9-4;C9J9G0;Q8WVV9	84132000	88464000	72232000	136800000	142370000	176920000
B7Z1R5;P38606;B7Z2V6	229150000	275830000	204500000	313900000	306510000	334730000
Q9NP50;B7Z287;Q9NP50-2	0	6311900	7688800	17901000	9414000	7619400
B7Z2S5;Q16881-4;Q16881-3;Q16881;E7ESI6;B2R5P6;Q16881-5;E2QRB9;Q16881-2;E9PNQ6;E7EW10;Q16881-6;E9PIR7;F5H780;E9PMY9	2233400000	2105100000	2463200000	4166500000	3514300000	3653300000
B7Z2X9;P09104;F5H0C8	6435500	7691600	7219700	25980000	19681000	10300000
C9J7Z4;G5E9Q3;C9IZI7;B7Z355;Q8NCE0-3;Q8NCE0-2;Q8NCE0	0	0	2736700	0	0	0
B7Z3A7;P54750-3;P54750-8;P54750-9;P54750-2;P54750-6;P54750;P54750-7;P54750-4;P54750-5	6936200	5852600	5452100	8174300	6278600	6945400
B7Z3E2;O00743-2;O00743;O00743-3	36827000	49012000	25543000	39379000	65665000	46072000
B7Z3K8;Q9Y2Z9;Q86U30;G3XA86	110160000	130270000	57407000	139790000	148520000	132750000
B7Z3N3;Q6P1A2;F5H0M4	2904000	4865900	2682900	13761000	23677000	5152400
Q15813;B7Z3P1	20329000	16225000	21145000	27432000	27748000	25866000
B7Z3U6;P05023;F5H3A1;H7BXX5;P05023-2	308860000	313410000	277140000	462510000	480670000	529480000
B7Z468;P20810-3;E7ES10;P20810-4;E9PCH5;G5E946;E7EVY3;B7Z574;P20810-2;P20810;G5E9D3;P20810-5;E7ESM9;P20810-7;P20810-6;E7EQ12;E7EQA0;H0Y7F0;H0YD33;H0Y9H6;E9PDE4	0	0	0	15807000	16669000	12764000
B7Z475;Q9BZK7	94413000	114810000	72494000	107120000	113660000	94459000
Q9BUJ2-4;B7Z4B8;Q9BUJ2-2;Q9BUJ2;Q9BUJ2-3	89147000	116650000	51496000	102310000	125670000	98022000
H7C2W9;C9JU56;B7Z4E3;P62899-3;P62899;P62899-2;B7Z4C8;B8ZZK4	673140000	552960000	742560000	829130000	941250000	977370000
B7Z4V2;P38646;F5H3L8	3.744e+09	3410900000	3783300000	6439900000	6.895e+09	6384400000
B7Z5S1;Q9NTI5-2;Q9NTI5;Q9NTI5-3	104790000	93263000	78149000	124070000	129070000	139150000
B7Z5W8;P36957;Q86SW4	77116000	53686000	46496000	55966000	66306000	49496000
B7Z6B8;Q16698;E5RJD2;E5RJG7;E5RFV2	44815000	61831000	52323000	60803000	73427000	61992000
P52943;B7Z6C0;H0YFA4	23307000	19821000	15296000	40512000	40816000	47695000
O95302;B7Z6H3;B7Z230;B7Z1U8	21685000	16392000	11857000	22040000	18536000	21524000
E7EPB3;B7Z6S8;P50914	319240000	288390000	327660000	478620000	494140000	595500000
B7Z7A3;Q9BZE4;B4DY13	57162000	64629000	73471000	141860000	121650000	106010000
P48739;P48739-2;B7Z7Q0;B3KYB6;B3KYB7	40387000	35842000	29724000	57370000	58154000	77498000
B7Z815;Q93009;F5H8E5;H3BND8;B7Z7T5	734600000	732350000	730720000	1142100000	1261600000	1200500000
Q9UPN6;B7Z888	181390000	166470000	175420000	317990000	292490000	248170000
B7Z8G2;Q13451;H0Y3A5;F5H7R1	5184000	6916000	0	16230000	11181000	10225000
B7Z8R4;E9PCX3;Q15723-2;Q15723-3;Q15723-1;Q15723;Q15723-4	10538000	11136000	9369200	13133000	19350000	13183000
H0YAZ9;F5H203;Q00536;B7Z8T0	0	0	0	0	0	860220
O94762;B7Z8Y7;O94762-2;O94762-3	0	4797500	4878500	12668000	9029000	6587900
B7Z972;P22061;P22061-2;H7BY58	289870000	271380000	305250000	336160000	384020000	387700000
B7Z9G5;Q5VW32;F5GXQ0;Q5VW33	23952000	25341000	17959000	25249000	35697000	32527000
B7Z9L0;P50991;F5H5W3;B7Z2F4	1968900000	1977400000	2087500000	3158700000	3287500000	3355600000
Q13409-6;Q13409-3;B7ZA04;Q13409-2;Q13409-5;Q13409;F8W8S0	13194000	19807000	0	15106000	10326000	12822000
B7ZAM9;Q9UBQ5	35549000	32559000	20311000	74453000	57791000	63462000
B7ZAX5;Q01415-2;Q01415;H0YLL8	8984400	7532000	8281600	10312000	16296000	13157000
B7ZB80;P21953;Q5T2J3	6078400	5517900	0	2551600	4464200	4375600
H0YCT3;F5H8H4;Q7Z3K3-5;E9PM80;Q7Z3K3-2;Q7Z3K3-3;B7ZBY5;Q7Z3K3	3625100	5007000	4353100	4611200	4751200	5842600
B7ZC39;Q9NR46;B7ZC38;Q9NR46-2;F6RPD3	28962000	26306000	17721000	50605000	27260000	36188000
B7ZKK9;Q16537	11411000	17459000	0	24946000	10688000	10612000
B7ZKL7;Q86WA8;E7EN44	1868200	1673600	2170600	2853700	5055500	2717200
Q86UV5;B7ZKS7;Q86UV5-2;Q86UV5-3	22869000	20116000	14465000	22306000	22891000	24752000
Q7Z589-2;B7ZKT8;Q7Z589;Q17RM7;B7ZKU2;B7ZKU0;F5H2F0;E9PMC9	14639000	17839000	17383000	26334000	18503000	14331000
O94979-6;O94979-3;B7ZL00;O94979-4;H7C2W3;O94979-2;O94979;O94979-8;D6REX3;O94979-7;H7BXG7;D6RHZ5;O94979-5	53631000	54833000	59136000	85375000	71104000	74470000
B7ZLM8;P30047;H0YNX7	12505000	6197300	7905400	8105900	7464600	12374000
B7ZLZ2;Q9BZQ6;H0Y498	1276800	0	1246900	0	1870500	1151200
B7ZM82;B3KVH1;O95785;O95785-2	72450000	80689000	54222000	106480000	101220000	96064000
P00722;B8LFD6	8610300	8969200	3298400	2465900	2443700	4679900
B8QQJ3;Q9BXL6;I3L414	8650100	0	0	7405700	10598000	10239000
P63165;B8ZZN6;B8ZZ67;A8MUS8	140180000	86962000	86469000	145130000	168580000	156870000
H7C0I1;F8WCK7;Q8NBF6-2;B8ZZW5;Q8NBF6;Q8N6Z3	1517000	1117800	1010700	1694600	1498400	1465500
C9J2I0;P52594-2;B8ZZY2;P52594-3;P52594;F5GYJ2;E9PHX7	10034000	3969800	12014000	8844600	20267000	16449000
Q92925-3;B9EGA3;Q92925;Q92925-2	103860000	132160000	94471000	149180000	141550000	123940000
F8W1Z6;F8VWA6;B9EGP5;Q7Z3U7-4;Q7Z3U7-2;Q7Z3U7;F8VZV1	8982600	11708000	9736400	16315000	13033000	11661000
B9ZVT1;Q8IXT5	10566000	10174000	13891000	26435000	13702000	10461000
C6GKU9;Q96HR3	0	4903900	0	0	5583400	0
Q15008;C9IZE4;E9PHI9;Q6UV22	148320000	141820000	116650000	226840000	246490000	306820000
C9J3L8;C9J5W0;P43307;E9PAL7;C9IZQ1;P43307-2;F5H5Y2	0	0	0	196560000	173100000	179420000
Q86WB0-3;C9J0I9;Q86WB0-2;Q86WB0	3629700	3153800	4111500	3637700	8638800	5857000
C9J7T7;C9JE98;C9J239;Q9Y618-5;C9J0Q5;Q9Y618-4;C9JJF6;C9JFD3;Q9Y618-3;Q9Y618	0	2945400	0	0	3528000	0
C9JTM3;C9JB33;C9J9U2;C9J6L0;C9J1F6;P48634-2;C9JXZ3;C9JTL3;C9JI93;C9JI26;C9JD87;P48634-3;P48634;F8W1J3;F8VVQ5;F8VVM9;A6NG23;P48634-4	14792000	18742000	15123000	9434100	17346000	19329000
D6REN3;E2QRC7;F8WBZ2;D6RB92;H7C465;Q5JS54;C9J2F8	2658800	3758900	3465500	3830700	1444300	2291600
C9J2U4;B4DIY7;Q96BW9	34771000	44738000	29973000	60206000	59631000	50243000
C9J4M6;C9J2Y9;P30876	95611000	76985000	80701000	106160000	132460000	109610000
P20839-2;P20839-4;C9J381;P20839;E7EQS0;P20839-3;C9JV30	75065000	75394000	95277000	94193000	133420000	152620000
C9J384;E9PHS3;Q9BQ75	167020000	119250000	165050000	191910000	215100000	190820000
Q9NQ55-2;C9JW41;Q9NQ55;C9J3F9;C9JHF7;C9J3W3;A8MV53	7740800	4291700	3750400	4043400	9284200	4749500
F2Z2T4;Q9BRT8-3;C9J3G2;Q9BRT8;Q8IUF1;Q4V342;Q9BRT8-4;Q5RIB5;F8VVD2;E9PG27;C9J0I3;Q6NVZ8;F6SYN1;C9JHE4;A6NE75;F8WEU0;E7EUZ7;Q4V340;Q5RIA9-3;F5H4S5;E7ETY5;C9JGY1;Q9BRT8-2;F8WEG4;F5H3X4;B4DNG9;Q5RIB0;F5GXH9;Q5RIA9;Q5JTY5;Q4V339	22338000	19840000	31760000	57614000	38693000	39522000
C9J406;H7C463;B9A067;Q16891-3;F8W9I1;Q16891-2;F5GZ32;Q16891;B8ZZQ7	28809000	22776000	9676300	19790000	34979000	23510000
Q96M27;G3XAL7;Q96M27-3;Q96M27-2;C9J436;Q96M27-4;C9JTJ7;Q96M27-5	17816000	29982000	15299000	12734000	9657700	15760000
C9J4Z3;P61513;E9PEL3	75052000	143330000	120810000	179370000	175780000	240620000
Q9BTE6;C9J5N1;Q9BTE6-2;Q9BTE6-3;H7C1W7	13819000	14718000	14500000	24993000	19529000	22179000
F8WEX5;E9PG02;E9PBT8;C9JL30;Q8NBJ7;Q8NBJ7-3;C9J660;F8WA42;F8WEV7;F8WES7;Q8NBJ7-5;H7C3B2;A8MXB9;Q8NBJ7-4	7642600	9080300	6384800	29625000	25203000	23971000
C9J9D8;C9J6I6;Q03154;C9JMV9;C9JWD4	5528700	5971800	7787800	6048800	8782300	6985700
Q7Z2W4;C9J6P4;Q7Z2W4-3;Q7Z2W4-2;F5H1W0	18973000	23294000	15289000	25550000	33187000	28941000
Q9Y5L0-3;Q9Y5L0;Q9Y5L0-1;C9J7E5;E9PFH4;C9IZM0	92343000	78934000	79127000	142570000	152670000	139160000
C9J9K3;P08865;A6NE09	1672600000	1383600000	1474600000	2265300000	1974700000	2090900000
Q96D46;C9JA08;B4DKU1;F5GYG3	3276100	7224800	6148300	14583000	12225000	9128200
Q16629-3;Q16629-2;G5E9M3;C9JAB2;Q16629	595680000	664550000	719130000	1031900000	1070500000	1051300000
H7C5C7;C9JAB9;P16333-2;P16333;C9JVV5;C9J869	10584000	2192900	3231800	0	0	2745200
C9JB50;G5E9L2;H0YMF4;P46779;P46779-2;E9PB24;H0YKD8;H0YLP6	184670000	159500000	205780000	325670000	348490000	322660000
C9JBI3;P78330	83806000	77928000	58749000	100280000	100640000	92396000
C9JEV6;Q9UJ70;H7C3G9;H0YF44	3923300	4723800	0	3322100	5074200	2736100
C9JFR7;P99999	255010000	210590000	292550000	226600000	245360000	243520000
P13798;C9JIF9;H7C393;H7C1U0	40823000	37054000	29555000	38175000	51498000	48317000
P82930;C9JJ19;H3BP88	41219000	31570000	22542000	29206000	40900000	29214000
C9JJP5;Q05BK6;G5E9V1;Q92734;C9JTY3;C9JUE0	29970000	27514000	30292000	31950000	31173000	44927000
C9JLU1;P52434;C9JBJ6;C9JCU7	163440000	197480000	210720000	121230000	109920000	144210000
C9JN15;Q13427-2;Q32LZ0;E9PG73;Q13427;C9JM79	33748000	17201000	22636000	23325000	59976000	54330000
C9JXB8;C9JNW5;P83731	298020000	263050000	354110000	543240000	498010000	479590000
C9JP16;Q8NB01;O75718	140220000	129310000	140990000	189730000	191600000	160800000
Q92609;C9JP52;C9J3F6	6681900	8798700	4409600	7128700	9133600	8084000
Q12765;C9JPG0;B8ZZP4;C9J7U9;B4DH22;C9K052;B4DIP5	0	15864000	0	19758000	11089000	19523000
C9JPL0;Q9UK58;Q9UK58-4	69439000	91469000	81130000	125400000	108690000	123660000
C9JQ41;H7C525;Q4VC31	35432000	40356000	26269000	49577000	53903000	43948000
Q3ZB87;C9JR56;Q9UPW6	10731000	5739500	5794900	11785000	10345000	14307000
E9PDX6;Q5JRX3;Q5JRX3-2;C9JSL2;E7ES23	27286000	44220000	39416000	71598000	60951000	49721000
H0Y966;Q8TEP8;H7BYV3;C9JT09;E9PF99;Q8TEP8-2	1454700	1894100	0	1446200	4081400	1376800
E9PEX0;C9JTS2;P11171-7;E9PEW9;P11171-5;H3BLV6;P11171-2;P11171;P11171-6;P11171-4;P11171-3	0	6069200	0	8613100	5952200	7397300
C9JTZ6;E9PAL9;Q9H857-4;Q9H857-3;Q9H857-2;Q9H857;H7C519	13297000	8543500	9751900	11112000	14507000	11738000
C9JUH3;Q9BSQ5-2;E9PEC4;F5H0E1;F5H551;Q9BSQ5;E9PDJ3	2483700	2961400	0	2984400	2696200	2322600
C9JV95;Q9NY93;H7C3E9;G3V0G3	19141000	12058000	9727300	20864000	21763000	19670000
E7ETP2;C9JVE2;Q96GG9	9185400	10278000	0	16779000	17737000	14039000
O60716-16;O60716-15;O60716-13;O60716-11;O60716-14;O60716-12;O60716-10;O60716-8;O60716-9;E9PIE5;O60716-7;O60716-5;C9JZR2;O60716-3;O60716-6;F8WA43;O60716-4;O60716-2;O60716;O60716-32;O60716-31;O60716-29;O60716-27;O60716-30;O60716-28;O60716-26;O60716-25;O60716-24;O60716-23;O60716-21;O60716-19;O60716-22;O60716-20;O60716-18;O60716-17	38664000	38011000	16686000	62945000	76123000	50133000
P78344;D3DQV9;P78344-2;H0Y3P2	120530000	101360000	66157000	154810000	152250000	127420000
Q15599-2;D3DU85;Q15599;H3BUQ9;H3BN50;H3BSV6;H3BQS0	47257000	55801000	69406000	81500000	77368000	85046000
D3YTB1;P62910;F8W727	304130000	111780000	223180000	228940000	333440000	432950000
D3YTE0;Q8N9T8-2;Q8N9T8;F5H196	25294000	33686000	27636000	52721000	63432000	56064000
F5H1L4;E7ENA2;Q9NNW7-2;D3YTF8;F5H2V0;F5H2M2;D3YTF9;Q9NNW7;F6WBI2;Q9NNW7-3;E7EWK1;Q9NNW7-4	4011800	9295800	7523600	5163200	11702000	3938800
D6R9P3;D6RD18;Q99729-3;D6RBZ0;Q99729-2;Q99729-4;Q99729	1651200000	1448100000	1409300000	2579600000	2379900000	2338600000
D6RAN8;H7C5U8;Q9P0M9	7559100	5982100	6254900	9221500	10155000	10150000
D6RB59;H7BXW1;O60645-2;Q6P2E8;O60645;H0Y995	8799700	19146000	2671200	0	16090000	3545100
D6RBV2;Q12907;B4DWN1;D6RIU4;D6RDX1;D6RBH1	79845000	57413000	57600000	69048000	100840000	84166000
P06730;P06730-3;D6RBW1;P06730-2;H0Y8J7	21866000	25493000	31525000	52059000	43682000	46408000
D6RCD0;Q8NBQ5	9615500	10622000	9101400	38735000	24743000	1.9e+07
D6REA1;Q9H173	4603800	2869500	6477500	9229500	9955200	13118000
D6REL5;Q6UWZ7;D6RAN3	0	0	0	0	0	3415700
D6REN6;P12081;B3KWE1;B4DY73;B4DDD8;B4E1C5;E7ETE2;C9JWK3	137290000	176400000	179620000	210160000	270160000	239840000
O95394;D6RF12;E9PF86	56094000	66506000	56330000	80514000	87496000	88630000
Q9BT78;D6RFN0;D6RAX7;B3KST5;D6RD63	54110000	68430000	46250000	83682000	78437000	67095000
D6RG15;Q6IBS0	41086000	38765000	74476000	84972000	89153000	64798000
D6RHI7;D6RG18;P51946	0	0	0	0	0	4262300
D6RIY6;Q06265;Q06265-2;D6R905;Q06265-3;Q06265-4;H0Y9L5;D6RA17	37678000	36746000	34810000	88460000	83769000	51475000
Q9UL40;D6RJ07;Q9UL40-2;B7Z6B6;B7Z6Q2	3272100	3967200	0	0	10452000	4273600
E7EQY4;Q9BTC8-2;D6W5A2;F8W8M8;E7EV10;Q9BTC8;E9PCS8	8377200	8488400	7095900	0	12451000	11565000
P75797;D9IX93	66545000	57634000	74097000	25184000	22461000	23425000
E2QRD4;Q6ZRQ5	13867000	10537000	11044000	26049000	16375000	13855000
E5RFJ1;Q96MF7;E5RIM1;E5RHW9	1300800	2239300	0	10200000	5357500	3120500
G5E954;E5RFK5;P24863;E5RIH8;Q5JV82;E5RI39;H0YBQ5	0	1598400	0	0	0	0
E5RFP0;Q8WVJ2	0	4705600	0	25801000	10486000	7673400
Q6P1N9-2;Q6P1N9;E5RG17;G5EA19;E5RGF2;H0YBX2;E5RK70	9172900	7887600	6333300	18531000	19687000	17163000
E5RJA0;E5RGR0;O75608-2;O75608;E5RJ48	75594000	78342000	66345000	97309000	92196000	89770000
E5RGS4;O60925	33691000	44435000	29554000	47389000	67431000	50099000
E5RGZ2;H0YKJ1;Q6NT76-2;H0YC02;Q6NT76-3;Q6NT76;Q6NT76-5;Q6NT76-4;H0YLF2	3022600	0	0	3456100	4902700	3055700
E5RHG8;Q15369;E5RGD9;E5RJ89	484240000	350320000	373240000	528490000	569380000	567930000
E5RHW4;O94905;E5RJ09;O94905-2;O94905-3;B0QZ43;O75477	0	0	0	0	0	3763500
E5RI99;P62888	505370000	267360000	361310000	423440000	761480000	730090000
E5RIH5;Q6NXR4;E5RIZ0	4659600	6710000	4599800	5765000	7666900	4152600
E5RIW3;O75347;E5RJD8;B4DT30	178110000	229530000	188900000	181500000	2.46e+08	244160000
E5RJ68;O00203;F5GXG9;F5H093	71219000	68684000	63576000	100750000	124960000	90812000
E7EM48;P33991	1764800000	1.748e+09	1.669e+09	2193700000	2.262e+09	2511100000
P51398-2;E7EM60;P51398	59756000	63730000	58820000	96763000	96288000	94951000
E7EM64;Q7L5N1	27668000	27810000	26687000	51386000	43788000	40349000
E7EM71;Q00341;H0Y394	47268000	42528000	36597000	45663000	59198000	51771000
E7EMC7;Q13501;Q13501-2;E9PFW8;C9JRJ8;E3W990	71494000	46514000	60387000	78203000	110900000	83753000
E7EMM4;Q13510;Q13510-2;E7ERV9;E9PDS0	0	10834000	0	13271000	13919000	9602000
E7EMN6;Q6NXS1;P41236	40926000	26598000	19014000	13862000	51344000	45902000
E7EN32;O00255-3;O00255-2;O00255;E7ENS2;E7EPR4;E7ET29	12097000	21161000	17818000	18612000	17210000	15589000
Q9H2P9-3;Q9H2P9-2;E7EPS3;Q9H2P9-6;E7EN60;Q9H2P9-4;Q9H2P9;Q9H2P9-5	0	12720000	0	0	13877000	12885000
E7EN71;Q13330-3;E7ESY4;Q13330;H0Y4T7;Q13330-2	18936000	21395000	15197000	28671000	36158000	29501000
P28331-4;E7ENF3;P28331;P28331-2;B4DJ81;P28331-3	22425000	20629000	13911000	31052000	25277000	26358000
P53396;E7ENH9;P53396-2;B4E3P0	1583900000	1670700000	1708900000	2539600000	2681600000	2503700000
Q8IWI9;E7ENI0;F5H7K2	3971800	4087500	3871600	5760400	6270700	5075600
E7ENJ6;Q9BXS5;Q9BXS5-2;B4DDG7	45142000	43127000	43327000	68239000	83928000	67149000
P55265-5;P55265;P55265-4;E7ENU4	335650000	322160000	313980000	465350000	432290000	409020000
E7ENV7;Q86YQ8;Q86VY2	85526000	98021000	76222000	147830000	132450000	119450000
E7EP00;P53992;G5EA31	36742000	29657000	29051000	51933000	35445000	37333000
Q6IA86-2;Q6IA86-3;Q6IA86-5;Q6IA86;E7EP23;Q6IA86-4;E9PCX0	65703000	61249000	24522000	55277000	55384000	62597000
Q14789;E7EP74	12635000	14834000	0	10237000	16456000	14480000
P29401;E7EPA7;B4E022;B3KSI4	1.1733e+10	1.0808e+10	1.1334e+10	1.3209e+10	1.3021e+10	1.2601e+10
E7EPC9;P23588;E7EX17;B4DS13;F8VX11;F8VYE9;F8VSC7;F8VP89	70948000	99984000	119040000	111420000	173730000	158690000
E7EPI0;Q9P2D0;E9PDR5;Q9P2D0-2	176660000	134170000	64578000	106620000	122340000	107170000
P62847-2;E7ETK0;P62847-3;P62847;E7EPK6	434940000	494730000	393100000	426840000	446210000	552220000
Q7Z401;E7EPL3;H3BTW5	0	2230300	3814100	8101600	2204200	2469600
E7EPL4;H3BNZ1;Q6P996;H3BND4;E7EMH5;Q86XE2;Q6P996-2	63224000	69441000	63860000	101270000	110680000	100710000
Q9Y520-3;Q9Y520-6;Q9Y520-4;E7EPN9;Q9Y520-5;E9PF21;Q9Y520;Q9Y520-7;Q9Y520-2	38202000	30457000	26771000	65154000	53006000	52970000
H3BLV7;E7EPR3;Q16666;Q16666-2;Q16666-3	801860000	589800000	671340000	1222500000	1156600000	1234900000
Q14643-4;Q14643-3;G5E9P1;Q14643-8;Q14643-7;Q14643-5;Q14643-6;Q14643-2;E7EVP7;E7EPX7;Q14643;H7C332	7435300	12141000	5787300	2104700	4746000	14182000
Q7L576;E7EQ04;Q7L576-2	45155000	62266000	43874000	73590000	64163000	85890000
E7EQ69;Q9GZZ1;C9J5D1;C9JZU6;Q9GZZ1-2;F8WB80	66668000	62107000	28346000	63651000	78114000	70224000
P22570;P22570-2;E7EQC1;B4DQQ4;B4DHX5	7327300	3911100	0	8993000	10012000	9422900
Q15833-2;Q15833;E7EQD5;F5GXG3	6740000	5016600	0	11443000	8768400	9097500
Q8NF91-4;E9PEL9;Q8NF91;E7EQI5;E7ENN3;Q8NF91-7;Q8NF91-2	792280000	715220000	652530000	474940000	570140000	734540000
E9PES6;E7ES08;E7EQU1;O15347	273400000	327010000	269910000	540660000	500700000	518900000
O95340;H0Y373;E7ER89;O95340-2	1.47e+08	120070000	157430000	151390000	206050000	178380000
F5H6W1;Q9UI10-3;Q9UI10;Q9UI10-2;E7ERK9;H7C2L8	46538000	49643000	37771000	71313000	55272000	62647000
I3L3I9;E7ERM4;P30838;H0Y3F3;C9JMC5;A8MYB8;E9PNN6;C9JKT2	5054500	6180000	0	6824700	9453600	6120900
E7ERS3;Q86VM9-2;H7BXJ7;Q86VM9	44419000	39413000	40674000	89306000	76676000	85746000
E7ES33;F5GZE5;H0Y3Y4;H0YFF6;B4DNE4;G3V1Q4;Q16181-2;E7EPK1;Q16181	22828000	22859000	30195000	23873000	40011000	25461000
E7ES35;Q5R3I4;H7C089	20810000	22850000	12951000	19537000	20404000	10727000
O95757;E7ES43;E9PDE8;D6RJ96	193040000	158550000	211530000	307160000	288560000	295310000
Q8IYN9;H0YBP1;Q05397;Q05397-5;E7ESA6;H7BXZ9;H7BYN1;Q05397-2;E9PEI4;Q8N9D7;H0YB16;F5H4S3;H0YBZ1	8955400	14768000	6746800	16191000	13131000	11717000
Q9UIA9;E7ESC6;E9PEN8	144470000	157270000	125160000	193290000	182630000	2.03e+08
Q9HAW4-2;E7ESG2;Q9HAW4-3;Q9HAW4	0	0	0	5712400	4842800	0
E9PM72;E7ET21;Q9NVC6;E9PJZ4;E9PKQ4	13718000	9924400	10796000	21379000	18449000	17386000
E7EV56;Q15154-2;E7ETA6;Q15154;C9JBL6;Q15154-3;E9PGW9;E7EV93	4027100	8279700	6564400	10289000	18304000	11461000
Q9ULA0;E7ETB3;E7EPX3;B9ZVU2;F8WAN0;C9JBE1;E7EWP4;H0YGP0;E7EMB6	8409700	5574800	5953500	8125100	12579000	6978400
E7ETH7;P55055;E7EWA6	4869000	5542100	0	0	8021400	5018800
E7ETQ4;P49821-2;G3V0I5;P49821;B4DE93	3676700	5119200	3964900	3916600	6157800	4837300
F5H1D6;Q07864;E7ETS8;E7ENR1;F5H7H6	2999400	2410100	2225400	4117500	2727100	2819700
P09001;H0Y9G6;E7ETU7;D6RC14;E9PF06	5719400	5001900	5886600	7771700	10189000	8677100
Q9Y2X0-5;E7ETV0;Q9Y2X0-4;Q9Y2X0-2;Q9Y2X0-3;Q9Y2X0;B9TWZ6;F5H5L7	21648000	18417000	26589000	41034000	42823000	39011000
E7ETZ4;Q9Y6E2;B5MCH7;Q75MG1;B5MCE7	143690000	87439000	145700000	234740000	257780000	223390000
P50395;E7EU23;P50395-2;Q5SX87	1.831e+09	1900100000	1.985e+09	2900400000	2593500000	2.872e+09
O14964-2;E7EU53;O14964;I3L1P5	5341400	4204900	4367500	6094800	5465700	5850500
E7EU96;P68400;Q5U5J2;P68400-2	295570000	308440000	284350000	381320000	396270000	454530000
Q16851-2;Q16851;E7EUC7	113980000	113500000	94927000	175840000	128790000	119370000
P27816;E7EVA0;P27816-6;P27816-2;B9ZVR1;P27816-5;P27816-4;E9PGM5	336730000	367130000	358870000	674540000	551830000	525040000
Q676U5-5;Q676U5-2;Q676U5;E7EVC7;Q676U5-4;Q676U5-3	2302000	2135800	0	0	3930800	2984900
E7EVG1;Q8TAD8	27793000	38982000	44719000	56674000	41399000	51916000
Q07866-8;G3V2E7;Q07866-2;Q07866-3;Q07866;F8W6L3;Q07866-7;G3V3H3;Q07866-5;F8VTM4;Q07866-6;G3V5R9;Q07866-4;Q07866-9;E7EVH7;G5E9S8;A8MZ87;Q9H0B6-2;Q9H0B6	27046000	23118000	25303000	48106000	42874000	47835000
E7EVX8;Q8WWY3;E7ESA8;Q8WWY3-2;E7EU94;E7ESX0;Q8WWY3-3;E7EN72	175810000	207500000	184500000	247580000	281750000	308320000
E7EW18;P06746;B7Z1W5;H0YBX1;H0YAV8	8994400	11359000	0	26423000	30665000	15274000
Q9UM54-5;Q9UM54-2;Q9UM54-6;Q9UM54-4;Q9UM54-1;E7EW20;Q9UM54	18496000	16608000	10507000	14148000	17083000	17196000
E7EW84;E9PHI3;Q8TAG9;F2Z2Q3	32942000	0	0	36755000	28737000	14356000
E7EWF1;P36578;H3BM89	1.487e+09	1415800000	1.632e+09	2616900000	2395100000	2410600000
E7EWK3;Q9H2U1-3;Q9H2U1;Q9H2U1-2;F5GZS0	42301000	38196000	40993000	49754000	58790000	63793000
Q05682-5;E9PGZ1;E7EX44;Q05682-3;Q05682-4;F5H1Z9;Q05682-6;Q05682-2;Q05682;E7EUR9;C9J813	59836000	99960000	60030000	104690000	95993000	79013000
Q96ST2-2;Q96ST2-3;E7EX51;Q96ST2	63708000	68142000	76694000	109340000	94899000	81696000
Q9NP81;E7EX87;Q9NP81-2	26791000	34243000	30254000	51334000	41240000	28113000
E9PFS5;E9PGE1;E7EX90;A8MWX9;A8MY36;Q14203;G5E9H4;Q14203-2	123510000	116330000	118230000	138310000	135420000	135720000
F8VZJ2;H0YHX9;Q13765;F8VU71;E9PAV3;F8W0W4;F8W1N5;F8VNW4	884820000	1.399e+09	901250000	1521600000	1303600000	1431200000
Q9BRX5;E9PB21;Q9BRX5-2	5675000	10657000	12282000	15695000	15753000	14439000
O60762;Q5QPK2;H0Y368;E9PBD4;E9PHH5;Q5QPJ9	70052000	62255000	67915000	157480000	125950000	115460000
P51825;E9PBM3;F5GXF9;F5H1V4	0	0	13440000	13113000	22823000	15405000
E9PBV3	60620000	103410000	21331000	19011000	76437000	125170000
O95319-5;O95319-2;Q5VZZ6;O95319;O95319-4;O95319-3;E9PC62;B4DIB6	11263000	10125000	5085800	15180000	13423000	13376000
Q7KZI7-16;Q7KZI7-4;Q7KZI7-9;Q7KZI7-8;E9PC69;Q7KZI7;Q7KZI7-13;Q7KZI7-7;E7ETY4;Q7KZI7-2;Q7KZI7-15;Q7KZI7-5;Q7KZI7-14;Q7KZI7-3;Q7KZI7-6;Q7KZI7-11;Q7KZI7-10;Q7KZI7-12	37781000	42899000	20396000	46384000	56545000	45262000
E9PC74;Q13144	12515000	19475000	19003000	29019000	27670000	28416000
Q8IWS0;E9PC97;Q5JRC6;B4E0G4;Q8IWS0-2	182150000	223010000	197970000	305790000	440280000	510310000
E9PCA9;E9PGR1;Q9Y251;E9PHC3	0	5971800	0	3848600	8049000	5452500
E9PCI3;P08243;E9PCX6;F8WEJ5	257040000	276070000	284550000	349620000	367450000	356650000
E9PCI9;P14324	202300000	142150000	180760000	256310000	306030000	262610000
